config,query,run_no,planning_ms,execution_ms,root_node,events_scan_node,plan_rows,actual_rows,est_ratio,actual_rows_per_loop,actual_loops,estimated_total_rows,normalized_est_ratio,parallel,events_parallel,workers_planned,workers_launched,shared_hit,root_shared_hit,shared_read,root_shared_read,io_read_ms,root_io_read_ms,temp_written,root_temp_written
c6_brin_ts,q1_range_filter,3,0.121,180.348,Gather,Bitmap Heap Scan,44992,106272,2.3620199146514937,35424,3,107980.8,0.9841749644381224,True,True,2,2,117317,58634,0,0,0.0,0.0,0,0
c6_brin_ts,q1_range_filter,4,0.136,181.912,Gather,Bitmap Heap Scan,44992,106272,2.3620199146514937,35424,3,107980.8,0.9841749644381224,True,True,2,2,117317,58634,0,0,0.0,0.0,0,0
c6_brin_ts,q1_range_filter,5,0.128,182.049,Gather,Bitmap Heap Scan,44992,106272,2.3620199146514937,35424,3,107980.8,0.9841749644381224,True,True,2,2,117317,58634,0,0,0.0,0.0,0,0
c6_brin_ts,q2_join_aggregate,1,0.357,816.79,Sort,Bitmap Heap Scan,1148012,2758035,2.4024443995358933,919345,3,2755228.8,1.0010184998066223,True,True,2,2,677543,96607,0,0,0.0,0.0,0,0
c6_brin_ts,q2_join_aggregate,2,0.339,839.824,Sort,Bitmap Heap Scan,1148012,2758035,2.4024443995358933,919345,3,2755228.8,1.0010184998066223,True,True,2,2,677543,96607,0,0,0.0,0.0,0,0
c6_brin_ts,q2_join_aggregate,3,0.312,827.362,Sort,Bitmap Heap Scan,1148012,2758035,2.4024443995358933,919345,3,2755228.8,1.0010184998066223,True,True,2,2,677543,96607,0,0,0.0,0.0,0,0
c6_brin_ts,q2_join_aggregate,4,0.324,823.878,Sort,Bitmap Heap Scan,1148012,2758035,2.4024443995358933,919345,3,2755228.8,1.0010184998066223,True,True,2,2,677543,96607,0,0,0.0,0.0,0,0
c6_brin_ts,q2_join_aggregate,5,0.325,830.639,Sort,Bitmap Heap Scan,1148012,2758035,2.4024443995358933,919345,3,2755228.8,1.0010184998066223,True,True,2,2,677543,96607,0,0,0.0,0.0,0,0
c6_brin_ts,q3a_jsonb_common,1,0.168,1257.529,Aggregate,Seq Scan,1273577,3499377,2.7476760337223425,1166459,3,3056584.8,1.1448650140509762,True,True,2,2,408784,102196,695700,173925,1017.396,254.349,0,0
c6_brin_ts,q3a_jsonb_common,2,0.162,1251.299,Aggregate,Seq Scan,1273577,3499377,2.7476760337223425,1166459,3,3056584.8,1.1448650140509762,True,True,2,2,409168,102292,695316,173829,1006.524,251.631,0,0
c6_brin_ts,q3a_jsonb_common,3,0.16,1250.086,Aggregate,Seq Scan,1273577,3499377,2.7476760337223425,1166459,3,3056584.8,1.1448650140509762,True,True,2,2,409552,102388,694932,173733,997.164,249.291,0,0
c6_brin_ts,q3a_jsonb_common,4,0.187,1250.454,Aggregate,Seq Scan,1273577,3499377,2.7476760337223425,1166459,3,3056584.8,1.1448650140509762,True,True,2,2,409936,102484,694548,173637,998.3,249.575,0,0
c6_brin_ts,q3a_jsonb_common,5,0.161,1248.236,Aggregate,Seq Scan,1273577,3499377,2.7476760337223425,1166459,3,3056584.8,1.1448650140509762,True,True,2,2,410320,102580,694164,173541,999.928,249.982,0,0
c6_brin_ts,q3b_jsonb_rare,1,0.152,933.247,Aggregate,Seq Scan,413,50097,121.3002421307506,16699,3,991.1999999999999,50.54176755447942,True,True,2,2,411088,102772,693396,173349,982.92,245.73,0,0
c6_brin_ts,q3b_jsonb_rare,2,0.156,925.906,Aggregate,Seq Scan,413,50097,121.3002421307506,16699,3,991.1999999999999,50.54176755447942,True,True,2,2,411472,102868,693012,173253,976.436,244.109,0,0
c6_brin_ts,q3b_jsonb_rare,3,0.166,933.793,Aggregate,Seq Scan,413,50097,121.3002421307506,16699,3,991.1999999999999,50.54176755447942,True,True,2,2,411856,102964,692628,173157,974.672,243.668,0,0
c6_brin_ts,q3b_jsonb_rare,4,0.326,927.769,Aggregate,Seq Scan,413,50097,121.3002421307506,16699,3,991.1999999999999,50.54176755447942,True,True,2,2,412240,103060,692244,173061,973.852,243.463,0,0
c6_brin_ts,q3b_jsonb_rare,5,0.155,943.084,Aggregate,Seq Scan,413,50097,121.3002421307506,16699,3,991.1999999999999,50.54176755447942,True,True,2,2,412624,103156,691860,172965,1006.904,251.726,0,0
c7_gin_payload,q1_range_filter,1,0.106,494.736,Gather,Seq Scan,45458,106272,2.3378063267191695,35424,3,109099.2,0.9740859694663205,True,True,2,2,206824,103412,345418,172709,503.472,251.736,0,0
c7_gin_payload,q1_range_filter,2,0.114,505.875,Gather,Seq Scan,45458,106272,2.3378063267191695,35424,3,109099.2,0.9740859694663205,True,True,2,2,207016,103508,345226,172613,517.894,258.947,0,0
c7_gin_payload,q1_range_filter,3,0.112,492.136,Gather,Seq Scan,45458,106272,2.3378063267191695,35424,3,109099.2,0.9740859694663205,True,True,2,2,207208,103604,345034,172517,495.448,247.724,0,0
c7_gin_payload,q1_range_filter,4,0.098,492.661,Gather,Seq Scan,45458,106272,2.3378063267191695,35424,3,109099.2,0.9740859694663205,True,True,2,2,207400,103700,344842,172421,496.762,248.381,0,0
c7_gin_payload,q1_range_filter,5,0.111,493.802,Gather,Seq Scan,45458,106272,2.3378063267191695,35424,3,109099.2,0.9740859694663205,True,True,2,2,207592,103796,344650,172325,494.658,247.329,0,0
c7_gin_payload,q2_join_aggregate,1,0.358,1037.867,Sort,Seq Scan,1150460,2758035,2.3973323713992665,919345,3,2761104.0,0.9988884880830277,True,True,2,2,738412,105315,1204931,172133,1726.921,246.703,0,0
c7_gin_payload,q2_join_aggregate,2,0.327,1058.522,Sort,Seq Scan,1150460,2758035,2.3973323713992665,919345,3,2761104.0,0.9988884880830277,True,True,2,2,739084,105411,1204259,172037,1720.348,245.764,0,0
c7_gin_payload,q2_join_aggregate,3,0.323,1042.249,Sort,Seq Scan,1150460,2758035,2.3973323713992665,919345,3,2761104.0,0.9988884880830277,True,True,2,2,739756,105507,1203587,171941,1759.1979999999999,251.314,0,0
c7_gin_payload,q2_join_aggregate,4,0.348,1044.555,Sort,Seq Scan,1150460,2758035,2.3973323713992665,919345,3,2761104.0,0.9988884880830277,True,True,2,2,740428,105603,1202915,171845,1732.78,247.54,0,0
c7_gin_payload,q2_join_aggregate,5,0.33,1041.393,Sort,Seq Scan,1150460,2758035,2.3973323713992665,919345,3,2761104.0,0.9988884880830277,True,True,2,2,741100,105699,1202243,171749,1731.52,247.36,0,0
c7_gin_payload,q3a_jsonb_common,1,0.209,1597.793,Aggregate,Bitmap Heap Scan,1718645,3499377,2.0361255523973827,1166459,3,4124748.0,0.8483856468322428,True,True,2,2,5,1,1106940,276612,3755.843,938.716,0,0
c7_gin_payload,q3a_jsonb_common,2,0.208,1624.546,Aggregate,Bitmap Heap Scan,1718645,3499377,2.0361255523973827,1166459,3,4124748.0,0.8483856468322428,True,True,2,2,5,1,1106940,276612,3773.1349999999998,942.992,0,0
c7_gin_payload,q3a_jsonb_common,3,0.199,1591.221,Aggregate,Bitmap Heap Scan,1718645,3499377,2.0361255523973827,1166459,3,4124748.0,0.8483856468322428,True,True,2,2,5,1,1106940,276612,3731.2580000000003,932.562,0,0
c7_gin_payload,q3a_jsonb_common,4,0.204,1651.259,Aggregate,Bitmap Heap Scan,1718645,3499377,2.0361255523973827,1166459,3,4124748.0,0.8483856468322428,True,True,2,2,5,1,1106940,276612,3765.9990000000003,941.235,0,0
c7_gin_payload,q3a_jsonb_common,5,0.22,1595.479,Aggregate,Bitmap Heap Scan,1718645,3499377,2.0361255523973827,1166459,3,4124748.0,0.8483856468322428,True,True,2,2,5,1,1106940,276612,3715.6479999999997,928.661,0,0
c7_gin_payload,q3b_jsonb_rare,1,0.155,82.781,Aggregate,Bitmap Heap Scan,987,50098,50.75785207700101,50098,1,987,50.75785207700101,False,False,0,0,91764,45873,0,0,0.0,0.0,0,0
c7_gin_payload,q3b_jsonb_rare,2,0.167,88.336,Aggregate,Bitmap Heap Scan,987,50098,50.75785207700101,50098,1,987,50.75785207700101,False,False,0,0,91764,45873,0,0,0.0,0.0,0,0
c7_gin_payload,q3b_jsonb_rare,3,0.154,87.031,Aggregate,Bitmap Heap Scan,987,50098,50.75785207700101,50098,1,987,50.75785207700101,False,False,0,0,91764,45873,0,0,0.0,0.0,0,0
c7_gin_payload,q3b_jsonb_rare,4,0.131,82.603,Aggregate,Bitmap Heap Scan,987,50098,50.75785207700101,50098,1,987,50.75785207700101,False,False,0,0,91764,45873,0,0,0.0,0.0,0,0
c7_gin_payload,q3b_jsonb_rare,5,0.153,86.423,Aggregate,Bitmap Heap Scan,987,50098,50.75785207700101,50098,1,987,50.75785207700101,False,False,0,0,91764,45873,0,0,0.0,0.0,0,0
